timestamp,date,hour,day_of_week,month,day,year,is_weekend,is_business_hours,is_peak_hours,is_night,is_festival,festival_name,is_campaign,traffic_load,cpu_usage,memory_usage,response_time,error_rate
2023-05-08 23:00:00,2023-05-08,23,0,5,8,2023,0,0,0,1,0,None,0,634,33.25,49.17,132.46,0.53
2023-05-09 00:00:00,2023-05-09,0,1,5,9,2023,0,0,0,1,0,None,0,191,22.59,42.34,84.64,0.486
2023-05-09 01:00:00,2023-05-09,1,1,5,9,2023,0,0,0,1,0,None,0,166,23.95,38.56,94.18,0.316
2023-05-09 02:00:00,2023-05-09,2,1,5,9,2023,0,0,0,1,0,None,0,126,23.08,46.95,75.09,0.2
2023-05-09 03:00:00,2023-05-09,3,1,5,9,2023,0,0,0,1,0,None,0,76,26.83,40.39,78.45,0.549
2023-05-09 04:00:00,2023-05-09,4,1,5,9,2023,0,0,0,1,0,None,0,119,21.1,38.27,88.52,0.676
2023-05-09 05:00:00,2023-05-09,5,1,5,9,2023,0,0,0,1,0,None,0,177,22.3,43.45,79.36,0.211
2023-05-09 06:00:00,2023-05-09,6,1,5,9,2023,0,0,0,0,0,None,0,349,29.73,44.23,96.15,0.258
2023-05-09 07:00:00,2023-05-09,7,1,5,9,2023,0,0,0,0,0,None,0,502,34.79,46.94,129.91,0.439
2023-05-09 08:00:00,2023-05-09,8,1,5,9,2023,0,0,0,0,0,None,0,976,50.07,58.64,154.62,0.732
2023-05-09 09:00:00,2023-05-09,9,1,5,9,2023,0,1,0,0,0,None,0,1276,49.58,68.98,214.46,0.942
2023-05-09 10:00:00,2023-05-09,10,1,5,9,2023,0,1,0,0,0,None,0,1343,58.59,66.32,223.33,0.643
2023-05-09 11:00:00,2023-05-09,11,1,5,9,2023,0,1,0,0,0,None,0,1603,68.3,56.81,231.79,0.935
2023-05-09 12:00:00,2023-05-09,12,1,5,9,2023,0,1,1,0,0,None,0,1644,66.5,66.26,264.25,0.822
2023-05-09 13:00:00,2023-05-09,13,1,5,9,2023,0,1,1,0,0,None,0,1247,56.28,65.85,224.89,1.099
2023-05-09 14:00:00,2023-05-09,14,1,5,9,2023,0,1,0,0,0,None,0,1196,51.97,58.49,196.96,1.171
2023-05-09 15:00:00,2023-05-09,15,1,5,9,2023,0,1,0,0,0,None,0,1160,57.05,59.58,165.43,1.355
2023-05-09 16:00:00,2023-05-09,16,1,5,9,2023,0,1,0,0,0,None,0,1237,56.37,62.79,194.77,0.644
2023-05-09 17:00:00,2023-05-09,17,1,5,9,2023,0,1,0,0,0,None,0,1059,58.04,62.14,192.34,1.243
2023-05-09 18:00:00,2023-05-09,18,1,5,9,2023,0,1,0,0,0,None,0,1313,59.68,66.49,204.94,0.734
2023-05-09 19:00:00,2023-05-09,19,1,5,9,2023,0,0,1,0,0,None,0,1368,62.77,65.19,223.34,0.768
2023-05-09 20:00:00,2023-05-09,20,1,5,9,2023,0,0,1,0,0,None,0,1564,69.11,64.41,243.89,0.765
2023-05-09 21:00:00,2023-05-09,21,1,5,9,2023,0,0,1,0,0,None,0,1317,57.99,63.28,200.79,0.635
2023-05-09 22:00:00,2023-05-09,22,1,5,9,2023,0,0,0,0,0,None,0,1095,50.9,48.07,197.01,0.87
2023-05-09 23:00:00,2023-05-09,23,1,5,9,2023,0,0,0,1,0,None,0,603,41.88,51.61,135.52,0.404
2023-05-10 00:00:00,2023-05-10,0,2,5,10,2023,0,0,0,1,0,None,0,180,22.77,39.18,112.87,0.391
2023-05-10 01:00:00,2023-05-10,1,2,5,10,2023,0,0,0,1,0,None,0,169,31.0,35.65,100.02,0.451
2023-05-10 02:00:00,2023-05-10,2,2,5,10,2023,0,0,0,1,0,None,0,131,24.4,39.66,104.12,0.247
2023-05-10 03:00:00,2023-05-10,3,2,5,10,2023,0,0,0,1,0,None,0,85,22.07,45.07,83.97,0.434
2023-05-10 04:00:00,2023-05-10,4,2,5,10,2023,0,0,0,1,0,None,0,116,16.23,43.29,86.46,0.71
2023-05-10 05:00:00,2023-05-10,5,2,5,10,2023,0,0,0,1,0,None,0,176,25.38,50.27,89.49,0.176
2023-05-10 06:00:00,2023-05-10,6,2,5,10,2023,0,0,0,0,0,None,0,290,32.55,48.25,101.33,0.591
2023-05-10 07:00:00,2023-05-10,7,2,5,10,2023,0,0,0,0,0,None,0,534,36.7,45.51,120.88,0.533
2023-05-10 08:00:00,2023-05-10,8,2,5,10,2023,0,0,0,0,0,None,0,868,46.69,53.97,163.71,0.482
2023-05-10 09:00:00,2023-05-10,9,2,5,10,2023,0,1,0,0,0,None,0,1276,54.42,64.46,208.69,1.214
2023-05-10 10:00:00,2023-05-10,10,2,5,10,2023,0,1,0,0,0,None,0,1605,66.06,66.88,245.99,0.871
2023-05-10 11:00:00,2023-05-10,11,2,5,10,2023,0,1,0,0,0,None,0,1439,67.56,63.58,200.43,0.984
2023-05-10 12:00:00,2023-05-10,12,2,5,10,2023,0,1,1,0,0,None,0,1458,65.06,73.36,225.96,0.906
2023-05-10 13:00:00,2023-05-10,13,2,5,10,2023,0,1,1,0,0,None,0,1339,56.15,59.72,218.74,0.661
2023-05-10 14:00:00,2023-05-10,14,2,5,10,2023,0,1,0,0,0,None,0,1416,59.59,61.79,244.81,0.783
2023-05-10 15:00:00,2023-05-10,15,2,5,10,2023,0,1,0,0,0,None,0,1331,66.34,62.86,229.57,0.842
2023-05-10 16:00:00,2023-05-10,16,2,5,10,2023,0,1,0,0,0,None,0,1196,54.12,59.83,197.41,1.118
2023-05-10 17:00:00,2023-05-10,17,2,5,10,2023,0,1,0,0,0,None,0,940,49.17,55.91,158.38,0.523
2023-05-10 18:00:00,2023-05-10,18,2,5,10,2023,0,1,0,0,0,None,0,1675,69.92,66.48,293.93,0.805
2023-05-10 19:00:00,2023-05-10,19,2,5,10,2023,0,0,1,0,0,None,0,1435,64.53,62.51,208.17,0.842
2023-05-10 20:00:00,2023-05-10,20,2,5,10,2023,0,0,1,0,0,None,0,1486,63.8,66.46,223.27,0.987
2023-05-10 21:00:00,2023-05-10,21,2,5,10,2023,0,0,1,0,0,None,0,1512,68.86,66.97,247.22,1.166
2023-05-10 22:00:00,2023-05-10,22,2,5,10,2023,0,0,0,0,0,None,0,1054,49.49,60.61,186.59,0.803
2023-05-10 23:00:00,2023-05-10,23,2,5,10,2023,0,0,0,1,0,None,0,613,43.77,52.75,133.64,0.481
2023-05-11 00:00:00,2023-05-11,0,3,5,11,2023,0,0,0,1,0,None,0,185,24.95,43.66,82.57,0.648
2023-05-11 01:00:00,2023-05-11,1,3,5,11,2023,0,0,0,1,0,None,0,158,27.27,44.5,90.55,0.566
2023-05-11 02:00:00,2023-05-11,2,3,5,11,2023,0,0,0,1,0,None,0,130,28.22,40.55,102.63,0.385
2023-05-11 03:00:00,2023-05-11,3,3,5,11,2023,0,0,0,1,0,None,0,88,27.23,44.61,80.01,0.275
2023-05-11 04:00:00,2023-05-11,4,3,5,11,2023,0,0,0,1,0,None,0,102,26.53,46.62,55.97,0.294
2023-05-11 05:00:00,2023-05-11,5,3,5,11,2023,0,0,0,1,0,None,0,178,23.09,45.49,99.34,0.42
2023-05-11 06:00:00,2023-05-11,6,3,5,11,2023,0,0,0,0,0,None,0,375,31.45,48.21,116.02,0.279
2023-05-11 07:00:00,2023-05-11,7,3,5,11,2023,0,0,0,0,0,None,0,501,37.0,50.78,120.99,0.647
2023-05-11 08:00:00,2023-05-11,8,3,5,11,2023,0,0,0,0,0,None,0,916,50.13,52.87,143.24,0.631
2023-05-11 09:00:00,2023-05-11,9,3,5,11,2023,0,1,0,0,0,None,0,1294,61.46,66.6,213.2,0.661
2023-05-11 10:00:00,2023-05-11,10,3,5,11,2023,0,1,0,0,0,None,0,1172,54.35,60.81,199.88,0.607
2023-05-11 11:00:00,2023-05-11,11,3,5,11,2023,0,1,0,0,0,None,0,1625,67.26,73.92,278.2,1.175
2023-05-11 12:00:00,2023-05-11,12,3,5,11,2023,0,1,1,0,0,None,0,1387,57.67,66.82,249.0,0.893
2023-05-11 13:00:00,2023-05-11,13,3,5,11,2023,0,1,1,0,0,None,0,1542,62.37,62.89,243.81,0.814
2023-05-11 14:00:00,2023-05-11,14,3,5,11,2023,0,1,0,0,0,None,0,1230,56.71,60.99,208.9,0.947
2023-05-11 15:00:00,2023-05-11,15,3,5,11,2023,0,1,0,0,0,None,0,1165,60.47,60.4,197.35,0.83
2023-05-11 16:00:00,2023-05-11,16,3,5,11,2023,0,1,0,0,0,None,0,1232,55.99,64.4,213.73,0.942
2023-05-11 17:00:00,2023-05-11,17,3,5,11,2023,0,1,0,0,0,None,0,1084,46.78,58.19,203.97,0.663
2023-05-11 18:00:00,2023-05-11,18,3,5,11,2023,0,1,0,0,0,None,0,1400,63.88,66.89,194.33,1.203
2023-05-11 19:00:00,2023-05-11,19,3,5,11,2023,0,0,1,0,0,None,0,1757,72.2,72.41,265.31,1.009
2023-05-11 20:00:00,2023-05-11,20,3,5,11,2023,0,0,1,0,0,None,0,1401,61.13,67.11,222.38,0.707
2023-05-11 21:00:00,2023-05-11,21,3,5,11,2023,0,0,1,0,0,None,0,1410,66.01,58.76,193.6,0.834
2023-05-11 22:00:00,2023-05-11,22,3,5,11,2023,0,0,0,0,0,None,0,1212,61.63,61.63,234.46,0.882
2023-05-11 23:00:00,2023-05-11,23,3,5,11,2023,0,0,0,1,0,None,0,664,42.35,49.11,158.58,0.872
2023-05-12 00:00:00,2023-05-12,0,4,5,12,2023,0,0,0,1,0,None,0,252,20.73,46.85,88.19,0.57
2023-05-12 01:00:00,2023-05-12,1,4,5,12,2023,0,0,0,1,0,None,0,203,26.39,43.4,107.24,1.021
2023-05-12 02:00:00,2023-05-12,2,4,5,12,2023,0,0,0,1,0,None,0,157,24.7,48.65,89.52,0.387
2023-05-12 03:00:00,2023-05-12,3,4,5,12,2023,0,0,0,1,0,None,0,125,22.94,43.64,104.1,0.666
2023-05-12 04:00:00,2023-05-12,4,4,5,12,2023,0,0,0,1,0,None,0,148,21.87,38.17,80.89,0.177
2023-05-12 05:00:00,2023-05-12,5,4,5,12,2023,0,0,0,1,0,None,0,259,25.24,40.33,103.38,0.297
2023-05-12 06:00:00,2023-05-12,6,4,5,12,2023,0,0,0,0,0,None,0,432,32.83,45.81,120.36,0.357
2023-05-12 07:00:00,2023-05-12,7,4,5,12,2023,0,0,0,0,0,None,0,728,43.0,54.43,194.24,0.911
2023-05-12 08:00:00,2023-05-12,8,4,5,12,2023,0,0,0,0,0,None,0,1008,48.8,52.35,148.39,0.827
2023-05-12 09:00:00,2023-05-12,9,4,5,12,2023,0,1,0,0,0,None,0,1505,67.7,63.68,233.4,0.71
2023-05-12 10:00:00,2023-05-12,10,4,5,12,2023,0,1,0,0,0,None,0,1875,74.72,75.04,277.86,0.874
2023-05-12 11:00:00,2023-05-12,11,4,5,12,2023,0,1,0,0,0,None,0,1490,64.37,62.53,226.8,0.787
2023-05-12 12:00:00,2023-05-12,12,4,5,12,2023,0,1,1,0,0,None,0,1688,72.62,70.67,266.48,0.871
2023-05-12 13:00:00,2023-05-12,13,4,5,12,2023,0,1,1,0,0,None,0,1791,75.92,61.22,247.32,0.818
2023-05-12 14:00:00,2023-05-12,14,4,5,12,2023,0,1,0,0,0,None,0,1843,74.43,71.08,291.25,1.1
2023-05-12 15:00:00,2023-05-12,15,4,5,12,2023,0,1,0,0,0,None,0,1702,69.96,72.48,245.81,0.892
2023-05-12 16:00:00,2023-05-12,16,4,5,12,2023,0,1,0,0,0,None,0,1519,66.45,63.1,225.18,1.068
2023-05-12 17:00:00,2023-05-12,17,4,5,12,2023,0,1,0,0,0,None,0,1432,62.42,58.43,240.61,1.019
2023-05-12 18:00:00,2023-05-12,18,4,5,12,2023,0,1,0,0,0,None,0,1952,77.36,61.81,270.84,1.057
2023-05-12 19:00:00,2023-05-12,19,4,5,12,2023,0,0,1,0,0,None,0,2142,87.88,71.18,269.13,1.163
2023-05-12 20:00:00,2023-05-12,20,4,5,12,2023,0,0,1,0,0,None,0,2048,88.62,72.86,292.24,0.975
2023-05-12 21:00:00,2023-05-12,21,4,5,12,2023,0,0,1,0,0,None,0,1743,71.17,64.69,254.04,1.056
2023-05-12 22:00:00,2023-05-12,22,4,5,12,2023,0,0,0,0,0,None,0,1459,68.55,65.96,246.07,0.867
2023-05-12 23:00:00,2023-05-12,23,4,5,12,2023,0,0,0,1,0,None,0,715,38.48,51.43,150.4,0.486
2023-05-13 00:00:00,2023-05-13,0,5,5,13,2023,1,0,0,1,0,None,0,260,33.22,48.07,110.15,0.371
2023-05-13 01:00:00,2023-05-13,1,5,5,13,2023,1,0,0,1,0,None,0,216,25.4,46.39,80.15,0.656
2023-05-13 02:00:00,2023-05-13,2,5,5,13,2023,1,0,0,1,0,None,0,191,26.74,40.53,84.91,0.553
2023-05-13 03:00:00,2023-05-13,3,5,5,13,2023,1,0,0,1,0,None,0,181,27.94,42.9,113.23,0.293
2023-05-13 04:00:00,2023-05-13,4,5,5,13,2023,1,0,0,1,0,None,0,213,24.37,41.09,105.1,0.291
2023-05-13 05:00:00,2023-05-13,5,5,5,13,2023,1,0,0,1,0,None,0,289,24.64,44.25,97.29,0.547
2023-05-13 06:00:00,2023-05-13,6,5,5,13,2023,1,0,0,0,0,None,0,564,37.44,50.05,155.16,0.362
2023-05-13 07:00:00,2023-05-13,7,5,5,13,2023,1,0,0,0,0,None,0,939,43.89,55.1,188.7,0.642
2023-05-13 08:00:00,2023-05-13,8,5,5,13,2023,1,0,0,0,0,None,0,1338,51.78,65.96,211.11,0.684
2023-05-13 09:00:00,2023-05-13,9,5,5,13,2023,1,1,0,0,0,None,0,1912,76.58,72.14,249.74,1.214
2023-05-13 10:00:00,2023-05-13,10,5,5,13,2023,1,1,0,0,0,None,0,2306,89.09,88.09,304.97,1.187
2023-05-13 11:00:00,2023-05-13,11,5,5,13,2023,1,1,0,0,0,None,0,2188,84.04,71.63,326.43,1.211
2023-05-13 12:00:00,2023-05-13,12,5,5,13,2023,1,1,1,0,0,None,0,2115,74.43,71.8,322.33,1.057
2023-05-13 13:00:00,2023-05-13,13,5,5,13,2023,1,1,1,0,0,None,0,2256,87.67,74.06,310.44,1.049
2023-05-13 14:00:00,2023-05-13,14,5,5,13,2023,1,1,0,0,0,None,0,1831,77.38,70.2,255.92,0.903
2023-05-13 15:00:00,2023-05-13,15,5,5,13,2023,1,1,0,0,0,None,0,2071,82.18,72.12,296.35,1.134
2023-05-13 16:00:00,2023-05-13,16,5,5,13,2023,1,1,0,0,0,None,0,1988,81.35,71.59,274.33,0.913
2023-05-13 17:00:00,2023-05-13,17,5,5,13,2023,1,1,0,0,0,None,0,1796,73.89,70.84,213.67,1.217
2023-05-13 18:00:00,2023-05-13,18,5,5,13,2023,1,1,0,0,0,None,0,2432,90.95,81.68,300.33,1.351
2023-05-13 19:00:00,2023-05-13,19,5,5,13,2023,1,0,1,0,0,None,0,2890,100.0,84.67,380.11,1.287
2023-05-13 20:00:00,2023-05-13,20,5,5,13,2023,1,0,1,0,0,None,0,2476,91.46,81.06,338.08,1.092
2023-05-13 21:00:00,2023-05-13,21,5,5,13,2023,1,0,1,0,0,None,0,2465,92.3,78.58,347.99,1.151
2023-05-13 22:00:00,2023-05-13,22,5,5,13,2023,1,0,0,0,0,None,0,1981,78.92,72.45,281.07,1.602
2023-05-13 23:00:00,2023-05-13,23,5,5,13,2023,1,0,0,1,0,None,0,961,45.65,47.73,180.24,0.85
2023-05-14 00:00:00,2023-05-14,0,6,5,14,2023,1,0,0,1,0,None,0,331,27.34,41.97,115.95,0.265
2023-05-14 01:00:00,2023-05-14,1,6,5,14,2023,1,0,0,1,0,None,0,238,24.98,50.05,130.16,0.287
2023-05-14 02:00:00,2023-05-14,2,6,5,14,2023,1,0,0,1,0,None,0,204,28.69,42.29,85.38,0.26
2023-05-14 03:00:00,2023-05-14,3,6,5,14,2023,1,0,0,1,0,None,0,170,24.84,42.79,86.49,0.265
2023-05-14 04:00:00,2023-05-14,4,6,5,14,2023,1,0,0,1,0,None,0,176,28.84,39.53,64.98,0.452
2023-05-14 05:00:00,2023-05-14,5,6,5,14,2023,1,0,0,1,0,None,0,310,30.75,54.06,137.11,0.254
2023-05-14 06:00:00,2023-05-14,6,6,5,14,2023,1,0,0,0,0,None,0,589,40.27,47.05,129.58,0.438
2023-05-14 07:00:00,2023-05-14,7,6,5,14,2023,1,0,0,0,0,None,0,1033,52.9,58.22,205.89,0.936
2023-05-14 08:00:00,2023-05-14,8,6,5,14,2023,1,0,0,0,0,None,0,1597,69.92,63.66,260.4,0.876
2023-05-14 09:00:00,2023-05-14,9,6,5,14,2023,1,1,0,0,0,None,0,2042,83.62,72.09,298.95,1.104
2023-05-14 10:00:00,2023-05-14,10,6,5,14,2023,1,1,0,0,0,None,0,2221,86.07,77.63,290.77,1.239
2023-05-14 11:00:00,2023-05-14,11,6,5,14,2023,1,1,0,0,0,None,0,2513,93.15,82.31,328.19,1.154
2023-05-14 12:00:00,2023-05-14,12,6,5,14,2023,1,1,1,0,0,None,0,2186,86.27,82.14,307.7,1.086
2023-05-14 13:00:00,2023-05-14,13,6,5,14,2023,1,1,1,0,0,None,0,2522,94.96,83.0,328.16,1.27
2023-05-14 14:00:00,2023-05-14,14,6,5,14,2023,1,1,0,0,0,None,0,2147,85.37,81.91,302.04,1.392
2023-05-14 15:00:00,2023-05-14,15,6,5,14,2023,1,1,0,0,0,None,0,1853,78.57,64.27,289.91,1.26
2023-05-14 16:00:00,2023-05-14,16,6,5,14,2023,1,1,0,0,0,None,0,1819,71.59,71.98,251.31,0.878
2023-05-14 17:00:00,2023-05-14,17,6,5,14,2023,1,1,0,0,0,None,0,1595,63.18,62.78,225.12,1.19
2023-05-14 18:00:00,2023-05-14,18,6,5,14,2023,1,1,0,0,0,None,0,2059,79.23,69.08,282.09,1.164
2023-05-14 19:00:00,2023-05-14,19,6,5,14,2023,1,0,1,0,0,None,0,3014,100.0,93.79,373.39,1.382
2023-05-14 20:00:00,2023-05-14,20,6,5,14,2023,1,0,1,0,0,None,0,2702,99.57,83.97,344.61,1.242
2023-05-14 21:00:00,2023-05-14,21,6,5,14,2023,1,0,1,0,0,None,0,2637,100.0,87.67,316.84,1.315
2023-05-14 22:00:00,2023-05-14,22,6,5,14,2023,1,0,0,0,0,None,0,1814,70.71,74.85,269.97,1.31
2023-05-14 23:00:00,2023-05-14,23,6,5,14,2023,1,0,0,1,0,None,0,922,44.86,49.91,204.96,0.848
2023-05-15 00:00:00,2023-05-15,0,0,5,15,2023,0,0,0,1,0,None,0,200,25.55,40.69,95.78,0.216
2023-05-15 01:00:00,2023-05-15,1,0,5,15,2023,0,0,0,1,0,None,0,157,24.71,45.26,108.05,0.357
2023-05-15 02:00:00,2023-05-15,2,0,5,15,2023,0,0,0,1,0,None,0,118,22.59,45.74,51.01,0.441
2023-05-15 03:00:00,2023-05-15,3,0,5,15,2023,0,0,0,1,0,None,0,111,26.39,40.4,85.0,0.484
2023-05-15 04:00:00,2023-05-15,4,0,5,15,2023,0,0,0,1,0,None,0,109,22.68,39.53,59.14,0.515
2023-05-15 05:00:00,2023-05-15,5,0,5,15,2023,0,0,0,1,0,None,0,187,26.52,44.93,107.68,0.248
2023-05-15 06:00:00,2023-05-15,6,0,5,15,2023,0,0,0,0,0,None,0,318,32.56,45.68,103.11,0.352
2023-05-15 07:00:00,2023-05-15,7,0,5,15,2023,0,0,0,0,0,None,0,612,36.02,56.54,131.05,0.734
2023-05-15 08:00:00,2023-05-15,8,0,5,15,2023,0,0,0,0,0,None,0,846,46.65,54.16,168.21,0.654
2023-05-15 09:00:00,2023-05-15,9,0,5,15,2023,0,1,0,0,0,None,0,1272,62.22,59.41,212.59,0.723
2023-05-15 10:00:00,2023-05-15,10,0,5,15,2023,0,1,0,0,0,None,0,1588,68.6,72.37,238.7,0.747
2023-05-15 11:00:00,2023-05-15,11,0,5,15,2023,0,1,0,0,0,None,0,1422,61.15,66.87,184.68,0.768
2023-05-15 12:00:00,2023-05-15,12,0,5,15,2023,0,1,1,0,0,None,0,1328,57.89,65.85,223.06,0.802
2023-05-15 13:00:00,2023-05-15,13,0,5,15,2023,0,1,1,0,0,None,0,1368,60.27,57.56,209.96,0.747
2023-05-15 14:00:00,2023-05-15,14,0,5,15,2023,0,1,0,0,0,None,0,1321,58.69,62.75,199.99,0.755
2023-05-15 15:00:00,2023-05-15,15,0,5,15,2023,0,1,0,0,0,None,0,1201,56.05,60.31,192.38,0.849
2023-05-15 16:00:00,2023-05-15,16,0,5,15,2023,0,1,0,0,0,None,0,1444,59.66,60.61,224.03,0.785
2023-05-15 17:00:00,2023-05-15,17,0,5,15,2023,0,1,0,0,0,None,0,1320,60.12,57.63,194.85,0.765
2023-05-15 18:00:00,2023-05-15,18,0,5,15,2023,0,1,0,0,0,None,0,1517,68.69,65.78,215.0,0.958
2023-05-15 19:00:00,2023-05-15,19,0,5,15,2023,0,0,1,0,0,None,0,1692,69.06,67.48,254.08,1.31
2023-05-15 20:00:00,2023-05-15,20,0,5,15,2023,0,0,1,0,0,None,0,1664,70.64,66.4,232.88,0.925
2023-05-15 21:00:00,2023-05-15,21,0,5,15,2023,0,0,1,0,0,None,0,1564,65.37,68.6,223.15,0.839
2023-05-15 22:00:00,2023-05-15,22,0,5,15,2023,0,0,0,0,0,None,0,1219,57.53,55.28,207.25,0.726
2023-05-15 23:00:00,2023-05-15,23,0,5,15,2023,0,0,0,1,0,None,0,551,38.43,55.16,151.2,0.654
2023-05-16 00:00:00,2023-05-16,0,1,5,16,2023,0,0,0,1,0,None,1,308,21.79,43.32,94.15,0.573
2023-05-16 01:00:00,2023-05-16,1,1,5,16,2023,0,0,0,1,0,None,1,247,27.38,40.34,103.26,0.297
2023-05-16 02:00:00,2023-05-16,2,1,5,16,2023,0,0,0,1,0,None,1,174,25.04,35.39,107.58,0.254
2023-05-16 03:00:00,2023-05-16,3,1,5,16,2023,0,0,0,1,0,None,1,131,21.39,39.98,89.66,0.361
2023-05-16 04:00:00,2023-05-16,4,1,5,16,2023,0,0,0,1,0,None,1,182,28.12,39.55,93.19,0.275
2023-05-16 05:00:00,2023-05-16,5,1,5,16,2023,0,0,0,1,0,None,1,284,24.34,44.94,85.36,0.367
2023-05-16 06:00:00,2023-05-16,6,1,5,16,2023,0,0,0,0,0,None,1,614,38.15,39.88,143.66,0.51
2023-05-16 07:00:00,2023-05-16,7,1,5,16,2023,0,0,0,0,0,None,1,838,44.05,53.03,132.29,0.529
2023-05-16 08:00:00,2023-05-16,8,1,5,16,2023,0,0,0,0,0,None,1,1181,59.16,60.21,210.03,0.624
2023-05-16 09:00:00,2023-05-16,9,1,5,16,2023,0,1,0,0,0,None,1,1587,67.28,63.34,228.86,0.817
2023-05-16 10:00:00,2023-05-16,10,1,5,16,2023,0,1,0,0,0,None,1,2355,93.36,78.54,290.96,1.217
2023-05-16 11:00:00,2023-05-16,11,1,5,16,2023,0,1,0,0,0,None,1,2137,87.93,78.58,275.0,1.017
2023-05-16 12:00:00,2023-05-16,12,1,5,16,2023,0,1,1,0,0,None,1,2436,96.56,81.65,314.87,1.195
2023-05-16 13:00:00,2023-05-16,13,1,5,16,2023,0,1,1,0,0,None,1,1926,74.36,68.06,275.03,1.017
2023-05-16 14:00:00,2023-05-16,14,1,5,16,2023,0,1,0,0,0,None,1,1925,85.56,78.25,249.88,1.012
2023-05-16 15:00:00,2023-05-16,15,1,5,16,2023,0,1,0,0,0,None,1,1809,80.47,70.06,248.48,0.974
2023-05-16 16:00:00,2023-05-16,16,1,5,16,2023,0,1,0,0,0,None,1,1628,71.46,67.18,260.12,1.081
2023-05-16 17:00:00,2023-05-16,17,1,5,16,2023,0,1,0,0,0,None,1,1812,72.22,67.58,272.7,0.85
2023-05-16 18:00:00,2023-05-16,18,1,5,16,2023,0,1,0,0,0,None,1,2125,83.47,71.79,310.93,1.12
2023-05-16 19:00:00,2023-05-16,19,1,5,16,2023,0,0,1,0,0,None,1,2474,91.39,75.29,333.05,1.222
2023-05-16 20:00:00,2023-05-16,20,1,5,16,2023,0,0,1,0,0,None,1,2396,92.71,81.46,337.55,1.364
2023-05-16 21:00:00,2023-05-16,21,1,5,16,2023,0,0,1,0,0,None,1,2068,80.06,75.15,271.33,1.122
2023-05-16 22:00:00,2023-05-16,22,1,5,16,2023,0,0,0,0,0,None,1,1908,77.88,72.67,236.77,0.974
2023-05-16 23:00:00,2023-05-16,23,1,5,16,2023,0,0,0,1,0,None,1,783,45.34,53.81,145.35,0.598
2023-05-17 00:00:00,2023-05-17,0,2,5,17,2023,0,0,0,1,0,None,0,189,22.3,37.49,70.41,0.209
2023-05-17 01:00:00,2023-05-17,1,2,5,17,2023,0,0,0,1,0,None,0,159,25.0,45.35,105.55,0.44
2023-05-17 02:00:00,2023-05-17,2,2,5,17,2023,0,0,0,1,0,None,0,127,25.12,38.54,75.29,0.344
2023-05-17 03:00:00,2023-05-17,3,2,5,17,2023,0,0,0,1,0,None,0,97,27.2,36.41,93.1,0.484
2023-05-17 04:00:00,2023-05-17,4,2,5,17,2023,0,0,0,1,0,None,0,142,26.65,44.5,89.96,0.418
2023-05-17 05:00:00,2023-05-17,5,2,5,17,2023,0,0,0,1,0,None,0,197,21.14,44.6,116.66,0.504
2023-05-17 06:00:00,2023-05-17,6,2,5,17,2023,0,0,0,0,0,None,0,380,37.97,44.66,109.1,0.626
2023-05-17 07:00:00,2023-05-17,7,2,5,17,2023,0,0,0,0,0,None,0,550,35.1,47.87,117.46,0.534
2023-05-17 08:00:00,2023-05-17,8,2,5,17,2023,0,0,0,0,0,None,0,833,50.62,45.76,185.0,0.857
2023-05-17 09:00:00,2023-05-17,9,2,5,17,2023,0,1,0,0,0,None,0,1187,56.68,60.92,216.15,0.735
2023-05-17 10:00:00,2023-05-17,10,2,5,17,2023,0,1,0,0,0,None,0,1473,68.98,73.76,229.79,0.978
2023-05-17 11:00:00,2023-05-17,11,2,5,17,2023,0,1,0,0,0,None,0,1248,55.61,63.98,198.09,1.135
2023-05-17 12:00:00,2023-05-17,12,2,5,17,2023,0,1,1,0,0,None,0,1367,62.81,54.12,247.01,1.023
2023-05-17 13:00:00,2023-05-17,13,2,5,17,2023,0,1,1,0,0,None,0,1024,50.1,62.2,181.0,0.544
2023-05-17 14:00:00,2023-05-17,14,2,5,17,2023,0,1,0,0,0,None,0,1316,66.1,67.98,232.51,0.7
2023-05-17 15:00:00,2023-05-17,15,2,5,17,2023,0,1,0,0,0,None,0,1116,48.7,60.95,203.75,0.571
2023-05-17 16:00:00,2023-05-17,16,2,5,17,2023,0,1,0,0,0,None,0,1097,55.52,58.97,167.77,0.609
2023-05-17 17:00:00,2023-05-17,17,2,5,17,2023,0,1,0,0,0,None,0,1148,51.14,54.42,181.96,0.867
2023-05-17 18:00:00,2023-05-17,18,2,5,17,2023,0,1,0,0,0,None,0,1429,58.7,67.63,239.33,0.727
2023-05-17 19:00:00,2023-05-17,19,2,5,17,2023,0,0,1,0,0,None,0,1638,73.28,64.53,261.82,1.031
2023-05-17 20:00:00,2023-05-17,20,2,5,17,2023,0,0,1,0,0,None,0,1743,74.17,66.88,267.07,0.844
2023-05-17 21:00:00,2023-05-17,21,2,5,17,2023,0,0,1,0,0,None,0,1651,66.38,66.15,226.19,1.454
2023-05-17 22:00:00,2023-05-17,22,2,5,17,2023,0,0,0,0,0,None,0,1245,60.23,57.93,198.13,0.626
2023-05-17 23:00:00,2023-05-17,23,2,5,17,2023,0,0,0,1,0,None,0,582,39.38,42.32,151.65,0.509
2023-05-18 00:00:00,2023-05-18,0,3,5,18,2023,0,0,0,1,0,None,0,166,23.0,45.25,74.8,0.418
